id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
reed_acoustic_023-096-025,reed_acoustic_023-096-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-096-025.wav,224,reed_acoustic_023,7,reed,0,acoustic,96,25,16000,fast_decay|multiphonic|nonlinear_env|percussive
brass_acoustic_059-034-075,brass_acoustic_059-034-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_059-034-075.wav,572,brass_acoustic_059,1,brass,0,acoustic,34,75,16000,bright|reverb
brass_acoustic_059-032-075,brass_acoustic_059-032-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_059-032-075.wav,572,brass_acoustic_059,1,brass,0,acoustic,32,75,16000,bright|reverb
keyboard_acoustic_004-078-075,keyboard_acoustic_004-078-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_acoustic_004-078-075.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,78,75,16000,reverb
vocal_synthetic_003-084-050,vocal_synthetic_003-084-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-084-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,84,50,16000,bright|distortion|long_release|nonlinear_env
flute_synthetic_000-046-127,flute_synthetic_000-046-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-046-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,46,127,16000,distortion
organ_electronic_001-055-050,organ_electronic_001-055-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_001-055-050.wav,8,organ_electronic_001,6,organ,1,electronic,55,50,16000,dark
vocal_synthetic_003-089-050,vocal_synthetic_003-089-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-089-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,89,50,16000,bright|distortion|long_release|nonlinear_env
flute_synthetic_000-080-127,flute_synthetic_000-080-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-080-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,80,127,16000,distortion
bass_synthetic_033-031-050,bass_synthetic_033-031-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_033-031-050.wav,417,bass_synthetic_033,0,bass,2,synthetic,31,50,16000,dark
brass_acoustic_006-076-050,brass_acoustic_006-076-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_006-076-050.wav,43,brass_acoustic_006,1,brass,0,acoustic,76,50,16000,reverb
bass_synthetic_009-068-025,bass_synthetic_009-068-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_009-068-025.wav,150,bass_synthetic_009,0,bass,2,synthetic,68,25,16000,bright|distortion|long_release
flute_acoustic_002-068-127,flute_acoustic_002-068-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-068-127.wav,86,flute_acoustic_002,2,flute,0,acoustic,68,127,16000,long_release|reverb
string_acoustic_056-071-025,string_acoustic_056-071-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-071-025.wav,436,string_acoustic_056,8,string,0,acoustic,71,25,16000,fast_decay|percussive|reverb
reed_acoustic_037-033-025,reed_acoustic_037-033-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-033-025.wav,387,reed_acoustic_037,7,reed,0,acoustic,33,25,16000,reverb
reed_acoustic_011-073-050,reed_acoustic_011-073-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_011-073-050.wav,104,reed_acoustic_011,7,reed,0,acoustic,73,50,16000,
string_acoustic_071-053-100,string_acoustic_071-053-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_071-053-100.wav,609,string_acoustic_071,8,string,0,acoustic,53,100,16000,reverb
organ_electronic_007-093-127,organ_electronic_007-093-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-093-127.wav,123,organ_electronic_007,6,organ,1,electronic,93,127,16000,long_release|nonlinear_env
flute_synthetic_000-066-050,flute_synthetic_000-066-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-066-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,66,50,16000,distortion
bass_synthetic_135-057-050,bass_synthetic_135-057-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_135-057-050.wav,927,bass_synthetic_135,0,bass,2,synthetic,57,50,16000,distortion
mallet_acoustic_047-094-100,mallet_acoustic_047-094-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_047-094-100.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,94,100,16000,fast_decay|percussive|reverb
mallet_acoustic_062-073-100,mallet_acoustic_062-073-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-073-100.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,73,100,16000,dark|multiphonic
guitar_acoustic_015-082-075,guitar_acoustic_015-082-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-082-075.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,82,75,16000,fast_decay|percussive|reverb
flute_acoustic_002-079-050,flute_acoustic_002-079-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-079-050.wav,86,flute_acoustic_002,2,flute,0,acoustic,79,50,16000,reverb
string_acoustic_056-044-100,string_acoustic_056-044-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-044-100.wav,436,string_acoustic_056,8,string,0,acoustic,44,100,16000,reverb
flute_synthetic_000-087-100,flute_synthetic_000-087-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-087-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,87,100,16000,distortion
vocal_synthetic_003-073-127,vocal_synthetic_003-073-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-073-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,73,127,16000,bright|distortion|long_release|nonlinear_env
flute_synthetic_000-075-050,flute_synthetic_000-075-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-075-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,75,50,16000,distortion
keyboard_electronic_003-034-050,keyboard_electronic_003-034-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_003-034-050.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,34,50,16000,dark
string_acoustic_071-054-050,string_acoustic_071-054-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_071-054-050.wav,609,string_acoustic_071,8,string,0,acoustic,54,50,16000,reverb
brass_acoustic_015-074-075,brass_acoustic_015-074-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-074-075.wav,121,brass_acoustic_015,1,brass,0,acoustic,74,75,16000,reverb
flute_synthetic_000-059-100,flute_synthetic_000-059-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-059-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,59,100,16000,distortion
bass_synthetic_135-033-025,bass_synthetic_135-033-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_135-033-025.wav,927,bass_synthetic_135,0,bass,2,synthetic,33,25,16000,distortion
bass_electronic_025-060-075,bass_electronic_025-060-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_025-060-075.wav,872,bass_electronic_025,0,bass,1,electronic,60,75,16000,
mallet_acoustic_062-075-127,mallet_acoustic_062-075-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-075-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,75,127,16000,dark|multiphonic
mallet_acoustic_056-038-100,mallet_acoustic_056-038-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_056-038-100.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,38,100,16000,bright|fast_decay|percussive
string_acoustic_071-035-127,string_acoustic_071-035-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_071-035-127.wav,609,string_acoustic_071,8,string,0,acoustic,35,127,16000,long_release|reverb
organ_electronic_001-067-100,organ_electronic_001-067-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_001-067-100.wav,8,organ_electronic_001,6,organ,1,electronic,67,100,16000,
reed_acoustic_023-043-100,reed_acoustic_023-043-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-043-100.wav,224,reed_acoustic_023,7,reed,0,acoustic,43,100,16000,bright|fast_decay|multiphonic|nonlinear_env
flute_acoustic_002-077-127,flute_acoustic_002-077-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-077-127.wav,86,flute_acoustic_002,2,flute,0,acoustic,77,127,16000,reverb
keyboard_synthetic_000-069-050,keyboard_synthetic_000-069-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_synthetic_000-069-050.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,69,50,16000,distortion|fast_decay|nonlinear_env
mallet_acoustic_056-090-050,mallet_acoustic_056-090-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_056-090-050.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,90,50,16000,fast_decay
keyboard_electronic_069-079-127,keyboard_electronic_069-079-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_069-079-127.wav,805,keyboard_electronic_069,4,keyboard,1,electronic,79,127,16000,distortion
bass_synthetic_009-083-127,bass_synthetic_009-083-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_009-083-127.wav,150,bass_synthetic_009,0,bass,2,synthetic,83,127,16000,bright|distortion|long_release
flute_acoustic_002-073-025,flute_acoustic_002-073-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-073-025.wav,86,flute_acoustic_002,2,flute,0,acoustic,73,25,16000,long_release|reverb
guitar_acoustic_014-031-050,guitar_acoustic_014-031-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_014-031-050.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,31,50,16000,
guitar_acoustic_021-046-025,guitar_acoustic_021-046-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_021-046-025.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,46,25,16000,
keyboard_acoustic_004-055-050,keyboard_acoustic_004-055-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_acoustic_004-055-050.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,55,50,16000,dark|reverb
mallet_acoustic_062-039-075,mallet_acoustic_062-039-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-039-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,39,75,16000,dark|multiphonic
string_acoustic_057-060-050,string_acoustic_057-060-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-060-050.wav,450,string_acoustic_057,8,string,0,acoustic,60,50,16000,bright|nonlinear_env|reverb
guitar_acoustic_010-044-050,guitar_acoustic_010-044-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_010-044-050.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,44,50,16000,
organ_electronic_001-061-127,organ_electronic_001-061-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_001-061-127.wav,8,organ_electronic_001,6,organ,1,electronic,61,127,16000,dark
brass_acoustic_006-062-075,brass_acoustic_006-062-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_006-062-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,62,75,16000,reverb
keyboard_synthetic_000-086-025,keyboard_synthetic_000-086-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_synthetic_000-086-025.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,86,25,16000,distortion|fast_decay|nonlinear_env
bass_synthetic_068-072-025,bass_synthetic_068-072-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_068-072-025.wav,656,bass_synthetic_068,0,bass,2,synthetic,72,25,16000,
organ_electronic_028-046-100,organ_electronic_028-046-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-046-100.wav,440,organ_electronic_028,6,organ,1,electronic,46,100,16000,dark
flute_acoustic_002-073-100,flute_acoustic_002-073-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-073-100.wav,86,flute_acoustic_002,2,flute,0,acoustic,73,100,16000,long_release|reverb
guitar_acoustic_021-088-050,guitar_acoustic_021-088-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_021-088-050.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,88,50,16000,fast_decay|percussive
flute_synthetic_000-070-075,flute_synthetic_000-070-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-070-075.wav,82,flute_synthetic_000,2,flute,2,synthetic,70,75,16000,distortion
flute_synthetic_000-063-127,flute_synthetic_000-063-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-063-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,63,127,16000,distortion
reed_acoustic_037-047-127,reed_acoustic_037-047-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-047-127.wav,387,reed_acoustic_037,7,reed,0,acoustic,47,127,16000,reverb
flute_synthetic_000-056-127,flute_synthetic_000-056-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-056-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,56,127,16000,distortion
guitar_acoustic_015-091-075,guitar_acoustic_015-091-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-091-075.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,91,75,16000,fast_decay|percussive|reverb
keyboard_acoustic_004-060-050,keyboard_acoustic_004-060-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_acoustic_004-060-050.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,60,50,16000,dark|reverb
bass_synthetic_033-056-100,bass_synthetic_033-056-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_033-056-100.wav,417,bass_synthetic_033,0,bass,2,synthetic,56,100,16000,dark
vocal_synthetic_003-048-050,vocal_synthetic_003-048-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-048-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,48,50,16000,distortion|long_release|nonlinear_env
bass_synthetic_033-071-050,bass_synthetic_033-071-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_033-071-050.wav,417,bass_synthetic_033,0,bass,2,synthetic,71,50,16000,
brass_acoustic_046-055-025,brass_acoustic_046-055-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-055-025.wav,414,brass_acoustic_046,1,brass,0,acoustic,55,25,16000,
mallet_acoustic_062-076-025,mallet_acoustic_062-076-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-076-025.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,76,25,16000,dark|fast_decay|multiphonic|percussive
brass_acoustic_015-076-075,brass_acoustic_015-076-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-076-075.wav,121,brass_acoustic_015,1,brass,0,acoustic,76,75,16000,reverb
mallet_acoustic_047-069-100,mallet_acoustic_047-069-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_047-069-100.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,69,100,16000,fast_decay|percussive|reverb
reed_acoustic_023-065-075,reed_acoustic_023-065-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-065-075.wav,224,reed_acoustic_023,7,reed,0,acoustic,65,75,16000,bright|fast_decay|multiphonic|nonlinear_env
reed_acoustic_011-043-100,reed_acoustic_011-043-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_011-043-100.wav,104,reed_acoustic_011,7,reed,0,acoustic,43,100,16000,bright
mallet_acoustic_056-053-127,mallet_acoustic_056-053-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_056-053-127.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,53,127,16000,bright|fast_decay|percussive
mallet_acoustic_056-080-127,mallet_acoustic_056-080-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_056-080-127.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,80,127,16000,fast_decay
flute_synthetic_000-043-100,flute_synthetic_000-043-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-043-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,43,100,16000,distortion
mallet_acoustic_062-063-050,mallet_acoustic_062-063-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-063-050.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,63,50,16000,dark|fast_decay|multiphonic
organ_electronic_113-057-050,organ_electronic_113-057-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_113-057-050.wav,958,organ_electronic_113,6,organ,1,electronic,57,50,16000,dark
brass_acoustic_015-056-100,brass_acoustic_015-056-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-056-100.wav,121,brass_acoustic_015,1,brass,0,acoustic,56,100,16000,reverb
string_acoustic_056-065-075,string_acoustic_056-065-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-065-075.wav,436,string_acoustic_056,8,string,0,acoustic,65,75,16000,fast_decay|reverb
organ_electronic_028-063-075,organ_electronic_028-063-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-063-075.wav,440,organ_electronic_028,6,organ,1,electronic,63,75,16000,dark
keyboard_synthetic_000-080-075,keyboard_synthetic_000-080-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_synthetic_000-080-075.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,80,75,16000,bright|distortion|fast_decay|nonlinear_env
flute_synthetic_000-079-050,flute_synthetic_000-079-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-079-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,79,50,16000,distortion
keyboard_acoustic_004-080-050,keyboard_acoustic_004-080-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_acoustic_004-080-050.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,80,50,16000,dark|reverb
guitar_acoustic_015-079-127,guitar_acoustic_015-079-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-079-127.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,79,127,16000,fast_decay|reverb
guitar_acoustic_015-084-100,guitar_acoustic_015-084-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-084-100.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,84,100,16000,fast_decay|percussive|reverb
reed_acoustic_011-072-050,reed_acoustic_011-072-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_011-072-050.wav,104,reed_acoustic_011,7,reed,0,acoustic,72,50,16000,
brass_acoustic_016-086-050,brass_acoustic_016-086-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_016-086-050.wav,128,brass_acoustic_016,1,brass,0,acoustic,86,50,16000,
vocal_synthetic_003-087-050,vocal_synthetic_003-087-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-087-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,87,50,16000,bright|distortion|long_release|nonlinear_env
flute_acoustic_002-072-075,flute_acoustic_002-072-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-072-075.wav,86,flute_acoustic_002,2,flute,0,acoustic,72,75,16000,long_release|reverb
string_acoustic_014-060-100,string_acoustic_014-060-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_014-060-100.wav,100,string_acoustic_014,8,string,0,acoustic,60,100,16000,dark|reverb
organ_electronic_007-033-050,organ_electronic_007-033-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-033-050.wav,123,organ_electronic_007,6,organ,1,electronic,33,50,16000,distortion|long_release|nonlinear_env
guitar_acoustic_030-070-075,guitar_acoustic_030-070-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_030-070-075.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,70,75,16000,fast_decay|tempo-synced
string_acoustic_014-058-127,string_acoustic_014-058-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_014-058-127.wav,100,string_acoustic_014,8,string,0,acoustic,58,127,16000,dark|reverb
organ_electronic_104-073-127,organ_electronic_104-073-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_104-073-127.wav,921,organ_electronic_104,6,organ,1,electronic,73,127,16000,
reed_acoustic_018-053-127,reed_acoustic_018-053-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_018-053-127.wav,183,reed_acoustic_018,7,reed,0,acoustic,53,127,16000,
reed_acoustic_023-080-025,reed_acoustic_023-080-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-080-025.wav,224,reed_acoustic_023,7,reed,0,acoustic,80,25,16000,bright|fast_decay|multiphonic|nonlinear_env
vocal_synthetic_003-032-075,vocal_synthetic_003-032-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-032-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,32,75,16000,distortion|long_release|nonlinear_env
keyboard_electronic_003-035-100,keyboard_electronic_003-035-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_003-035-100.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,35,100,16000,distortion
guitar_acoustic_015-069-127,guitar_acoustic_015-069-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-069-127.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,69,127,16000,reverb
keyboard_electronic_003-062-075,keyboard_electronic_003-062-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_003-062-075.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,62,75,16000,
reed_acoustic_023-085-050,reed_acoustic_023-085-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-085-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,85,50,16000,bright|fast_decay|multiphonic|nonlinear_env
brass_acoustic_015-059-100,brass_acoustic_015-059-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-059-100.wav,121,brass_acoustic_015,1,brass,0,acoustic,59,100,16000,reverb
keyboard_electronic_003-071-025,keyboard_electronic_003-071-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_003-071-025.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,71,25,16000,
string_acoustic_014-047-100,string_acoustic_014-047-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_014-047-100.wav,100,string_acoustic_014,8,string,0,acoustic,47,100,16000,dark|fast_decay|reverb
string_acoustic_057-088-075,string_acoustic_057-088-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-088-075.wav,450,string_acoustic_057,8,string,0,acoustic,88,75,16000,nonlinear_env|reverb
vocal_synthetic_003-042-025,vocal_synthetic_003-042-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-042-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,42,25,16000,distortion|long_release|nonlinear_env
flute_synthetic_000-044-100,flute_synthetic_000-044-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-044-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,44,100,16000,distortion
keyboard_electronic_078-065-050,keyboard_electronic_078-065-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_078-065-050.wav,838,keyboard_electronic_078,4,keyboard,1,electronic,65,50,16000,bright
brass_acoustic_016-061-127,brass_acoustic_016-061-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_016-061-127.wav,128,brass_acoustic_016,1,brass,0,acoustic,61,127,16000,bright
flute_synthetic_000-059-050,flute_synthetic_000-059-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-059-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,59,50,16000,distortion
reed_acoustic_023-092-050,reed_acoustic_023-092-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-092-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,92,50,16000,fast_decay|multiphonic|nonlinear_env
brass_acoustic_015-047-025,brass_acoustic_015-047-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-047-025.wav,121,brass_acoustic_015,1,brass,0,acoustic,47,25,16000,reverb
